NRIC,NAME,SURNAME,EMAIL,DateOfBirth,ZIP,Gender,Etnicity,Religion,MaritalStatus,ICD-9
S0047811C,Lawrence,Friedhaber,Law@outlook.gov,1964-01-30,33801,Male,White,,Married-civ-spouse,530.81
T0615057H,Andy,Gaucher,GaucA@live.gov,1982-07-04,32303,Male,White,Unknown,Married-civ-spouse,244.9
T6566070I,Roxana,Dyck,DycRo@gmail.com,1992-11-02,32266,Male,White,Christian,Never-married,427.31
S6719509D,Ellie,Venkus,VenkEll@hotmail.co.uk,1939-10-25,33755,Male,White,Unknown,Married-civ-spouse,311
F7261790T,Doris,Rader,RaderDori@gmail.com,1982-03-06,33135,Male,White,Unknown,Married-civ-spouse,401.9
F7301065U,Rick,Debray,DR@gmail.co.uk,1963-05-15,33713,Male,White,Roman Catholic,Married-civ-spouse,530.81
S5491911E,Dylan,Vanpatten,VanpatDylan@gmail.co.uk,1985-02-01,33317,Male,Black,Nonreligious,Separated,401.9
G4929941U,Shelbie,Merkt,MSh@outlook.com,1958-12-17,32934,Female,White,Christian,Divorced,401.9
T4600079Z,Jalisa,Maisey,MaJalis@live.gov,1966-05-30,33168,Male,White,Unknown,Married-civ-spouse,272.4
G3285034X,Maritza,Lempke,Mari@outlook.com,1984-02-12,32505,Male,White,Unknown,Married-civ-spouse,401.9
T9035901J,Khadijah,Hauan,HauaKhadi@hotmail.co.uk,1959-03-04,33931,Female,White,,Divorced,401.9
F9607819Q,Keishla,Mokry,K@outlook.gov,1984-07-06,33024,Female,White,,Never-married,401.1
G9541821W,Yolanda,Bebout,BebouYola@hotmail.gov,1939-07-26,32309,Female,Black,Unknown,Married-civ-spouse,401.9
S3842012G,Manuel,Derise,DMa@live.gov,1979-10-13,33947,Male,White,Unknown,Never-married,401.9
F1674394K,Tracey,Amrine,ATrace@outlook.co.uk,1965-02-08,33613,Female,White,Unknown,Married-civ-spouse,250.00
G0900361N,Rigoberto,Elian,EliaRigo@outlook.com,1983-07-04,33606,Male,Black,,Divorced,250.00
F8250523R,Dan,Yankovski,YanDa@hotmail.co.uk,1963-12-29,32563,Female,White,,Married-spouse-absent,427.31
F5001147W,Ignacio,Dermer,DermIg@hotmail.com,1984-06-24,33870,Male,White,Unknown,Divorced,250.00
S6891227Z,Chandler,Majuste,MaCha@gmail.com,1986-01-26,32750,Male,White,,Married-civ-spouse,427.31
G5519093M,Aric,Amazan,AmAric@hotmail.gov,1997-11-15,34953,Female,White,Unknown,Never-married,427.31
S0436383C,Carter,Kotheimer,KotheC@outlook.co.uk,1983-12-10,32626,Female,White,Unknown,Married-spouse-absent,V70.0
G5200471M,Brent,Mcclennan,McclennBren@live.co.uk,1985-05-19,34209,Female,White,Nonreligious,Never-married,V70.0
S9326300F,Kirby,Phildor,PhKirb@hotmail.com,1988-08-18,33054,Female,Black,Unknown,Never-married,272.4
F1330948P,Demarco,Dixion,DixDemarco@gmail.com,1997-06-25,34476,Female,White,,Never-married,V70.0
S1502067I,Tiera,Brosey,BroseyTier@gmail.com,1989-01-31,32966,Male,White,Nonreligious,Married-civ-spouse,272.4
F3835835U,Amos,Condray,ConAm@gmail.co.uk,1995-07-20,32818,Male,White,Nonreligious,Married-civ-spouse,V58.69
F6369614P,Jolene,Dicarlo,@outlook.co.uk,1992-10-23,32908,Female,White,Agnostic,Never-married,530.81
G7259008L,Lincoln,Persky,PeLi@hotmail.gov,1970-12-02,33880,Male,White,Unknown,Divorced,311
F7804929N,Fernando,Hunke,HunFer@outlook.co.uk,1985-03-18,32317,Female,White,Nonreligious,Never-married,244.9
T0109148D,Elyse,Duford,DufordElys@outlook.gov,1956-09-08,32177,Male,White,Roman Catholic,Married-civ-spouse,244.9
S0497269D,Raphael,Stimmel,StimmeRapha@gmail.com,1995-09-23,33904,Female,Black,,Separated,401.9
S2395621G,Brandon,Hertle,Bra@live.com,1978-12-15,32174,Female,White,Unknown,Never-married,401.9
S7689000E,Brianna,Caffee,CaffBrianna@outlook.co.uk,1985-05-26,32963,Male,White,Unknown,Divorced,V58.69
S0287007Z,Janelle,Morgans,MorgaJ@hotmail.co.uk,1990-05-26,33837,Male,White,Muslim,Married-civ-spouse,401.1
S2046499B,Abbey,Matsen,MaAbb@outlook.com,1970-12-14,32304,Female,White,Unknown,Divorced,V70.0
T8152794F,Autumn,Yeaman,YeaAutu@outlook.co.uk,1991-12-27,34202,Male,White,Christian,Married-civ-spouse,250.00
T3428932H,Brennen,Hackford,Hackfo@hotmail.co.uk,1993-06-29,32534,Male,White,Christian,Never-married,401.1
T3688271I,Corbin,Honeycut,HoneCorbin@hotmail.co.uk,1963-10-22,32505,Male,White,Unknown,Married-civ-spouse,244.9
S2206693E,Kiara,Feiteira,Kiara@live.com,1974-10-15,33434,Female,White,Unknown,Married-civ-spouse,272.4
G1366233U,Joana,Urbaniak,UrbaniaJoan@outlook.gov,1987-01-08,34654,Female,White,Nonreligious,Married-civ-spouse,250.00
S2407725Z,Billy,Hommel,Hom@live.gov,1971-11-18,34689,Male,White,Baptist,Married-civ-spouse,V70.0
S8020159A,Demarcus,Gunia,GunDemar@gmail.co.uk,1946-12-18,34951,Male,White,Unknown,Divorced,V70.0
G1063455P,Stefanie,Ohlhauser,OhlhStef@hotmail.gov,1961-09-29,32608,Male,White,Nonreligious,Married-civ-spouse,250.00
F0660956L,Carly,Crismond,CCarly@live.gov,1976-07-25,32817,Male,White,Baptist,Married-civ-spouse,401.9
T8754660H,Jamel,Bown,Ja@gmail.co.uk,1999-02-14,33137,Male,White,Greek Orthodox,Never-married,401.9
F9561082W,Elizabeth,Crowner,CrownerElizabe@outlook.co.uk,1998-01-09,32935,Male,White,,Never-married,272.4
F8180428K,Bryant,Feltner,FeltnBryant@gmail.com,1982-06-27,32818,Male,White,Christian,Never-married,V70.0
F9452428T,Bruce,Kusch,KusBruce@hotmail.co.uk,1975-06-05,34241,Female,White,Unknown,Divorced,272.4
T4233420J,Freddie,Kinkle,KinklFredd@hotmail.com,1988-06-30,32927,Male,White,,Never-married,427.31
S6186442C,Terra,Kohen,KohenTe@hotmail.co.uk,1993-09-04,32583,Male,White,,Never-married,311
F6453767U,Alvaro,Kammel,KammelAlva@gmail.com,1984-05-19,33913,Male,White,Unknown,Never-married,272.4
F1177034R,Remington,Plassmann,PlassmannRemington@live.gov,1960-12-21,34471,Male,Black,,Married-civ-spouse,V58.69
F8874087N,Macy,Edholm,EdhoMacy@hotmail.com,1980-12-13,33764,Male,White,Unknown,Divorced,V70.0
G3844424R,Roderick,Osaki,Roderi@gmail.com,1990-10-15,32244,Male,White,Nonreligious,Never-married,401.9
F4094939U,Omari,Schuh,ScOmari@hotmail.com,1954-06-28,33138,Female,White,Baptist,Widowed,V70.0
T7885113I,Gerard,Powis,PowGera@hotmail.co.uk,1981-06-19,32311,Female,White,Roman Catholic,Divorced,250.00
T2063934B,Braden,Chandra,ChaBraden@gmail.com,1991-11-09,34102,Female,White,Nonreligious,Never-married,250.00
T0946037C,Terrell,Sadler,SaTerre@gmail.co.uk,1988-07-11,33919,Male,White,,Married-civ-spouse,V70.0
T2713226Z,Maurice,Sikes,SiM@hotmail.com,1995-07-14,33012,Female,White,Unknown,Never-married,311
S4646411G,Shirley,Bersch,BerschSh@gmail.com,1985-10-30,34652,Male,White,Unknown,Married-civ-spouse,401.9
T4368557J,Lori,Mccullom,Mcc@gmail.co.uk,1993-09-03,33715,Male,White,Nonreligious,Never-married,V70.0
G9579834U,Jasmine,Marcone,MarcJa@live.gov,1958-01-14,32459,Male,White,Unknown,Married-civ-spouse,244.9
G3909552K,Leland,Garriga,GarLela@live.gov,1961-02-13,32246,Male,White,Christian,Married-civ-spouse,311
F7717085P,Lincoln,Bodemann,BodemannLinco@hotmail.co.uk,1962-02-27,34698,Male,White,Nonreligious,Married-civ-spouse,401.9
S9735223B,Steve,Huhammad,HuhSteve@live.co.uk,1983-04-16,34293,Male,White,Methodist,Married-civ-spouse,427.31
S2989340C,Kailee,Zera,ZeraKaile@gmail.co.uk,1988-01-05,34748,Male,White,Unknown,Married-civ-spouse,401.9
T6194200I,Alma,Laabs,Laabs@outlook.com,1976-08-07,33426,Male,White,Unknown,Married-civ-spouse,250.00
F1016430M,Aubrey,Honnette,HonnAu@live.co.uk,1983-09-04,32789,Male,White,Baptist,Married-civ-spouse,530.81
G4023437M,Keila,Bayless,BayleKeil@outlook.gov,1989-09-22,33905,Male,Asian,,Never-married,V58.69
G3175156W,Aurora,Hoberg,HobAur@gmail.com,1961-06-15,32413,Male,White,Roman Catholic,Divorced,V70.0
G0627561M,Frances,Kearsley,KearsleFran@gmail.co.uk,1963-01-02,33974,Male,White,,Separated,401.1
S1550695D,Raymundo,Ashenfelter,Ashenfelter@hotmail.co.uk,1993-12-19,34748,Male,White,Nonreligious,Never-married,530.81
G6184897P,Westley,Backer,BacWestley@gmail.co.uk,1950-01-13,33830,Male,White,Nonreligious,Widowed,401.1
S7115043G,Danny,Sardo,Dan@hotmail.gov,1982-08-19,34953,Male,White,,Married-civ-spouse,V70.0
T7026296G,Houston,Courts,CourtH@live.com,1977-06-07,32934,Male,White,,Divorced,401.9
G8484760R,Ashleigh,Wigg,WAshlei@hotmail.gov,1995-11-17,33165,Female,Black,,Never-married,272.4
F1071141W,Joana,Villatora,Villat@gmail.com,1990-09-12,34711,Female,Other,Unknown,Married-spouse-absent,530.81
S0789713H,Nicholas,Gigger,GiggerNichol@hotmail.co.uk,1995-05-17,32219,Female,White,Roman Catholic,Never-married,272.4
T8049366E,Anissa,Boyett,BoAnissa@hotmail.com,1957-11-29,32526,Male,White,Unknown,Married-civ-spouse,272.4
F6557057L,Darlene,Bradberry,BradberryD@live.com,1955-05-13,34715,Male,White,Nonreligious,Married-civ-spouse,244.9
S4839493J,Ruby,Nani,NaniR@outlook.com,1986-07-31,33543,Male,White,Unknown,Married-civ-spouse,272.4
S8966470E,Marie,Goeltz,Go@live.gov,1994-08-20,33570,Male,White,Unknown,Married-civ-spouse,401.1
T4985475G,Justin,Ruopp,RJust@hotmail.gov,1969-01-24,33408,Female,White,,Divorced,401.9
G1192551X,Francisco,Ravetto,RavFranci@outlook.gov,1966-10-23,32765,Male,White,Unknown,Divorced,272.4
S7089754G,Sara,Bogacz,BSa@live.co.uk,1949-01-08,33810,Female,White,Roman Catholic,Divorced,272.4
G6517335L,Jerod,Chinnici,ChiJe@outlook.com,1957-04-19,33012,Male,White,Unknown,Married-civ-spouse,244.9
T8049250B,Kiana,Gissel,GKi@gmail.com,1981-11-22,33613,Female,White,Nonreligious,Never-married,V70.0
G5323308L,Krista,Zastawny,ZastawnK@outlook.co.uk,1960-07-12,33405,Female,White,Unknown,Married-spouse-absent,530.81
S1181706H,Deana,Mayeshiba,MayeDeana@gmail.com,1988-11-28,33774,Male,Black,Unknown,Never-married,272.4
G3509771Q,Maurice,Carras,CMau@live.gov,1982-11-03,34608,Female,White,Nonreligious,Divorced,401.9
F0183112R,Kolby,Moseley,MosKo@gmail.co.uk,1953-05-30,32792,Female,White,,Widowed,530.81
G3275653X,Nichole,Heingartner,HeingartnerNicho@hotmail.com,1968-09-25,32754,Male,White,,Married-civ-spouse,V58.69
F9872058T,Brad,Derington,DBrad@live.co.uk,1975-07-05,33913,Male,White,,Married-civ-spouse,250.00
S3055042J,Shayne,Humiston,Humist@live.com,1990-11-02,33325,Female,Black,Nonreligious,Never-married,401.9
T3158955Z,Genevieve,Kulesza,KuleszaG@outlook.gov,1969-06-14,34112,Male,White,Unknown,Married-civ-spouse,401.1
T8883256F,Jolene,Bowman,BowmanJolen@outlook.com,1987-09-21,33928,Male,White,,Married-civ-spouse,272.4
S4655831F,Ruby,Varnedore,VarRub@outlook.co.uk,1986-09-06,32258,Male,White,Roman Catholic,Never-married,401.9
F5903820Q,Meranda,Goudelock,GoudelocMeran@live.gov,1997-06-06,33064,Male,White,,Never-married,V70.0
F9724624Q,Abdiel,Ivan,IvaAbd@outlook.co.uk,1989-01-29,33827,Female,White,Unknown,Never-married,V58.69
S3516102C,Donavan,Becwar,BecDon@outlook.gov,1957-11-20,32401,Male,White,Unknown,Married-civ-spouse,V70.0
F8332984W,Tracey,Mandich,MandTr@outlook.com,1997-01-15,32909,Male,White,Nonreligious,Never-married,250.00
G2293078T,Simone,Gunterman,GuntermaSimo@live.co.uk,1971-09-16,33426,Male,Asian,,Married-civ-spouse,V70.0
T8717963Z,Jillian,Lenort,LenJillian@live.co.uk,1979-01-05,34104,Male,White,Nonreligious,Never-married,401.1
S6658197G,Ezequiel,Avis,AvisEzeq@gmail.com,1972-05-15,34108,Female,White,Unknown,Married-spouse-absent,272.4
T0192156H,Diane,Goen,GoD@hotmail.com,1982-11-13,32907,Male,Asian,Christian,Married-civ-spouse,272.4
S3082525Z,Andrea,Glawe,GlaweAndre@live.com,1986-03-26,34638,Female,White,,Never-married,V70.0
F8603962K,Romeo,Dillworth,DillwortR@live.co.uk,1986-05-16,33486,Male,Asian,,Married-civ-spouse,401.1
G9485400T,Alan,Holsey,HoA@outlook.com,1960-07-10,32259,Female,Black,Other,Separated,244.9
S3325246C,Kory,Yorgey,Yorg@hotmail.co.uk,1997-01-02,32065,Female,White,Nonreligious,Never-married,272.4
T2795105H,Trista,Praylow,PrayloTri@live.co.uk,1979-08-30,33542,Male,White,Nonreligious,Married-civ-spouse,311
F7383377U,Stevie,Stipanuk,StiSt@gmail.co.uk,1971-10-28,34604,Male,White,Unknown,Married-civ-spouse,530.81
T7943471Z,Kasey,Busser,Kasey@live.co.uk,1995-01-05,32164,Female,White,Unknown,Never-married,272.4
G8925444L,Gillian,Baroody,Gil@live.gov,1982-12-13,34238,Male,White,Unitarian,Married-civ-spouse,401.9
G6763686N,Shanna,Conninghan,CShann@gmail.com,1989-01-13,33473,Male,White,Lutheran,Married-civ-spouse,V70.0
G1607316N,Gunnar,Demirchyan,Demi@gmail.co.uk,1972-04-09,32712,Female,White,Unknown,Never-married,272.4
S4672791F,Marco,Spraker,SprM@gmail.com,1983-12-22,32561,Male,White,Nonreligious,Never-married,401.9
T7540249Z,Nathanial,Halderman,HalNathania@outlook.com,1984-09-04,34758,Female,White,Baptist,Never-married,V70.0
F4091748U,Ulysses,Ruhland,RUlysses@live.com,1979-08-15,33157,Male,White,,Married-civ-spouse,250.00
T7422643D,Jade,Corwin,CoJad@live.gov,1990-07-23,34205,Female,White,,Never-married,244.9
S7744627C,Ezekiel,Tilson,TilsoE@outlook.gov,1967-10-07,33143,Male,White,,Married-civ-spouse,427.31
S8039215Z,Maddison,Vanwieren,VanMadd@outlook.com,1996-04-20,33614,Female,White,Unknown,Never-married,427.31
G2949310M,Marina,Gridley,Gridle@hotmail.gov,1979-08-28,33714,Male,White,,Married-civ-spouse,250.00
T5354740J,Imani,Raczkowski,RaczkowskiIm@outlook.co.uk,1994-08-23,33523,Male,White,Unknown,Married-civ-spouse,401.1
S8968687C,Deangelo,Hilbrand,HDeangelo@hotmail.co.uk,1972-01-15,34683,Male,White,Nonreligious,Never-married,427.31
G5678468M,Enrique,Brisbon,BriE@live.com,1986-09-17,33881,Male,White,Unknown,Married-civ-spouse,530.81
S2885805A,Daniela,Maisonet,Maiso@gmail.co.uk,1961-02-05,32168,Male,White,Christian,Married-civ-spouse,427.31
S7502550E,Elliot,Tolosky,TolEllio@hotmail.gov,1980-10-03,33545,Male,White,,Married-civ-spouse,272.4
T9968561A,Juanita,Napenas,Napen@outlook.co.uk,1987-02-17,33426,Male,White,,Never-married,244.9
T9585912G,Bruce,Wentcell,We@live.gov,1997-03-28,32011,Male,White,,Never-married,V70.0
G3085564R,Pierre,Shaff,ShaPier@hotmail.com,1971-08-04,32534,Male,White,Unknown,Married-civ-spouse,250.00
F8438859U,Margaret,Ritchhart,Marg@gmail.com,1978-09-16,32503,Male,White,Unknown,Married-civ-spouse,250.00
G6157254Q,Noel,Wank,WNo@hotmail.co.uk,1974-11-26,34772,Male,Asian,,Never-married,272.4
G9753555T,Kailee,Kestle,KKai@gmail.com,1989-01-02,33441,Female,White,,Never-married,401.9
G4701726L,Leo,Carrasco,CarraLeo@live.gov,1996-04-01,33186,Male,White,Nonreligious,Never-married,250.00
T7887161Z,Dalia,Harkness,HaD@live.gov,1973-08-21,33579,Male,White,,Married-civ-spouse,401.1
F5060642L,Mike,Tresvant,Mi@outlook.com,1995-07-06,32605,Male,White,,Never-married,244.9
S8674024I,Ezra,Baskin,Bask@outlook.co.uk,1983-05-24,32780,Female,White,,Never-married,272.4
S4687433A,Pierre,Kaaua,Ka@hotmail.gov,1980-02-01,33914,Male,White,Unknown,Married-civ-spouse,401.9
G0482332W,Jaleel,Suben,SubenJ@gmail.co.uk,1982-04-04,33777,Male,White,Unknown,Married-civ-spouse,250.00
G8196439N,Deana,Houman,Ho@outlook.gov,1944-02-18,32606,Female,White,Unknown,Widowed,250.00
F5533565Q,Brandi,Mcduff,Bran@live.com,1962-03-24,33035,Male,White,Unknown,Married-civ-spouse,250.00
F6968726K,Janessa,Gaseoma,GasJaness@hotmail.com,1986-06-18,32730,Male,White,Nonreligious,Married-civ-spouse,427.31
T9981212E,Isai,Tuerk,TI@live.gov,1953-01-20,32256,Male,Black,Unknown,Married-civ-spouse,244.9
T7208357A,Lane,Celia,CeL@hotmail.gov,1980-10-06,32824,Male,White,Christian,Married-civ-spouse,401.1
G2076408L,Nigel,Mavis,MavisNig@hotmail.co.uk,1991-08-18,33756,Male,White,,Never-married,530.81
T6750433Z,Carolina,Rotundo,RotundCarol@outlook.gov,1944-02-10,32244,Female,White,Unknown,Widowed,401.9
G0854706T,Adan,Nacci,NaAd@hotmail.com,1961-02-05,34953,Male,White,Unknown,Divorced,530.81
F9416470L,Paulina,Othman,OthmanPaulina@outlook.co.uk,1972-08-22,33510,Male,White,,Married-civ-spouse,272.4
S0143365B,Kelsea,Gehrlein,Kelse@hotmail.com,1975-05-12,34761,Female,Black,Unknown,Never-married,V70.0
S4041325A,Damian,Sinn,SD@outlook.com,1996-06-29,33177,Male,White,Unknown,Never-married,401.9
S2103883J,Josephine,Geidner,GeidJos@gmail.com,1969-06-29,32068,Male,White,Unknown,Married-civ-spouse,530.81
F3511179N,Giselle,Destro,DesGise@hotmail.gov,1945-07-20,33913,Male,White,Unknown,Married-civ-spouse,272.4
T9657399E,Sasha,Boyette,BoyeS@outlook.gov,1975-02-25,33175,Male,White,Unknown,Never-married,401.9
S9180507C,Tiera,Sailer,SaiTiera@gmail.com,1981-04-20,33919,Male,Other,Unknown,Married-civ-spouse,401.1
G7443801Q,Amir,Schiermeier,SchiermeAmi@gmail.com,1998-04-04,33063,Female,White,Roman Catholic,Never-married,401.9
G3448563K,Garrett,Caruth,CaruGarre@live.com,1993-07-02,33012,Female,White,Unknown,Divorced,272.4
F7650407P,Leigh,Klehn,KlehLeigh@outlook.gov,1959-08-04,33991,Male,White,,Married-civ-spouse,401.9
S7623809Z,Felix,Scharff,Scharff@hotmail.com,1960-08-31,33914,Male,American Indian,Unknown,Never-married,V70.0
G4799898X,Kyla,Caccavale,CaccKyl@hotmail.co.uk,1991-03-09,33990,Female,White,Christian Missionary Alliance,Never-married,250.00
G5173411N,Theodore,Carreno,CarrenoTheodor@gmail.com,1952-12-21,34207,Female,White,Christian,Married-civ-spouse,V70.0
S4267017J,Angelica,Howlin,HowlinAng@outlook.com,1981-10-19,33175,Female,White,Unknown,Never-married,401.1
F3661162Q,Randolph,Douville,DouRando@gmail.co.uk,1955-01-13,33983,Male,White,,Married-civ-spouse,272.4
S8899636D,Stone,Ancel,AncSt@live.gov,1980-07-29,33993,Female,White,,Divorced,244.9
S8179009D,Natalie,Carrol,CarNatali@outlook.gov,1998-02-04,34609,Female,Black,Nonreligious,Never-married,V58.69
F7369257K,Talia,Milbury,MilTal@hotmail.gov,1995-11-25,32822,Female,Black,Unknown,Married-spouse-absent,244.9
T0009081F,Shanice,Abdon,Abdo@outlook.gov,1973-01-25,33446,Female,White,Nonreligious,Divorced,244.9
S5996547F,Nathanial,Xaimoungkhoun,XaimoungkhoNathanial@gmail.com,1984-07-05,33323,Male,White,Friends,Married-civ-spouse,250.00
G6693323R,Malik,Tecklenburg,TeckMalik@live.com,1964-09-21,33896,Male,White,Roman Catholic,Married-civ-spouse,427.31
G9728963T,Santiago,Raber,RaberSa@hotmail.gov,1968-07-22,32606,Male,White,,Married-civ-spouse,401.9
T0519842I,Jaylen,Krell,Kr@hotmail.com,1976-05-30,32570,Female,White,Unknown,Divorced,244.9
T9440919E,Corinne,Carrino,CarrCo@outlook.gov,1981-04-11,33446,Male,White,Unknown,Married-civ-spouse,401.9
G1155356R,Anjelica,Mavraganis,Mav@hotmail.co.uk,1994-08-06,34654,Female,White,,Separated,311
T0367542D,Norma,Schwandt,Norm@hotmail.com,1974-05-23,33881,Female,White,Christian,Divorced,401.9
F4446103W,Paola,Vajgrt,Vajgrt@gmail.co.uk,1956-06-24,33146,Female,White,Unknown,Widowed,401.9
S6300956C,Nora,Mcclish,MNor@live.gov,1982-09-14,32780,Male,Black,Baptist,Married-civ-spouse,401.1
S6724655A,Deshawn,Vassell,VDesha@outlook.com,1989-03-05,32736,Male,White,Baptist,Married-civ-spouse,530.81
T3633359F,April,Tencza,TenApril@gmail.com,1969-10-25,34429,Male,White,Christian,Never-married,V58.69
S1515216H,Nick,Tsukiyama,TsukiyNi@hotmail.co.uk,1951-04-05,32826,Male,White,Unknown,Married-civ-spouse,272.4
G5581129Q,Justyn,Miah,MiaJust@outlook.co.uk,1955-08-26,33154,Female,White,Unknown,Widowed,401.9
T7518236H,Asher,Threadgill,Thr@gmail.com,1998-04-15,34119,Male,White,Nonreligious,Never-married,250.00
G9022330P,Lorena,Midgett,MLoren@hotmail.gov,1967-11-06,34229,Male,White,Other,Married-civ-spouse,427.31
G7474371N,Solomon,Helmle,HelmleS@live.co.uk,1968-11-01,33487,Male,White,Unknown,Married-civ-spouse,401.9
S9274185J,Michaela,Mezzatesta,MMichael@gmail.com,1990-09-08,33444,Male,Black,,Never-married,401.1
F7094978N,Darnell,Furgerson,FurgersDarnell@hotmail.gov,1986-06-10,33068,Male,White,Nonreligious,Never-married,244.9
G3976030N,Ellis,Roesser,RoesElli@live.co.uk,1948-01-03,34731,Male,White,,Married-civ-spouse,250.00
S0096880C,Doris,Swearinger,SwearingDori@outlook.com,1993-09-29,32132,Male,White,Methodist,Married-civ-spouse,401.9
T8722898C,Frances,Franchini,FranchinFrances@hotmail.com,1951-09-04,32118,Male,White,Methodist,Married-civ-spouse,427.31
S5361738G,Mark,Veeneman,VeenemMark@outlook.gov,1984-07-06,33407,Male,White,Nonreligious,Married-civ-spouse,250.00
T1700478F,Jesus,Rozance,RozaJes@outlook.com,1972-11-30,34655,Male,White,Unknown,Married-civ-spouse,V70.0
S6519385Z,Guy,Scavone,ScGu@outlook.co.uk,1968-06-30,33405,Female,White,,Married-civ-spouse,250.00
S1284989C,Demetrius,Kudrle,KudDem@gmail.com,1992-02-03,32348,Male,White,Unknown,Never-married,272.4
F2972754Q,Brennen,Ardan,ArBrennen@gmail.co.uk,1958-01-10,32246,Male,White,Methodist,Never-married,401.9
F0084680P,Elton,Schuchart,Sch@live.co.uk,1984-02-27,32712,Male,White,Unknown,Married-spouse-absent,401.9
F9575572X,Joel,Weiser,WeiserJo@outlook.gov,1962-04-15,33161,Male,White,Unknown,Divorced,V70.0
G1279264Q,Gretchen,Gustis,GGre@live.gov,1981-03-31,32608,Male,White,Roman Catholic,Never-married,272.4
G2625524N,McKayla,Brabham,McKay@live.co.uk,1981-07-24,32301,Female,White,Roman Catholic,Divorced,401.9
F0306616U,Cruz,Propst,PCruz@gmail.co.uk,1992-11-01,33024,Male,White,Unknown,Never-married,427.31
G4140586N,Anna,Summerson,A@live.co.uk,1966-01-03,32792,Male,White,,Married-civ-spouse,401.9
T0683526J,Ayanna,Kasula,KasAy@hotmail.com,1978-08-02,33511,Male,White,,Separated,V70.0
F1294328T,Drew,Sasser,SasserDr@outlook.gov,1959-01-27,33156,Male,White,,Married-civ-spouse,311
G6229773P,Jada,Louris,LouJad@outlook.co.uk,1978-03-12,34609,Male,White,,Never-married,250.00
T1912204B,Wendell,Giacobbe,GiacoW@gmail.com,1967-01-30,32352,Male,White,,Never-married,401.9
G1266453L,Vincent,Vigneault,Vi@live.co.uk,1991-08-19,32904,Female,White,,Never-married,V70.0
S8702332Z,Jomar,Lindenpitz,LindeJoma@hotmail.com,1960-07-20,32113,Male,White,Unknown,Married-spouse-absent,401.1
F0476560P,Landon,Polle,PolLand@live.gov,1984-07-19,33010,Female,White,Unknown,Divorced,311
S8160488F,Jamil,Wilkos,WilkoJamil@hotmail.co.uk,1994-07-28,32780,Male,White,,Never-married,272.4
S7832451A,McKenzie,Terrall,TerralMc@outlook.gov,1993-08-30,33125,Male,White,Unknown,Never-married,272.4
G4229437M,Braydon,Guilbeau,GBr@hotmail.gov,1983-08-12,33905,Male,White,Unknown,Married-civ-spouse,401.1
F2537450U,Myranda,Discala,Di@outlook.com,1974-02-23,33418,Female,White,,Divorced,401.9
T0975822D,Mohammed,Arbizo,Mohammed@outlook.gov,1954-10-29,33615,Male,White,Unknown,Married-civ-spouse,250.00
T0841563C,Yasmin,Au,AY@hotmail.co.uk,1992-02-25,33803,Male,White,Nonreligious,Never-married,272.4
S6351432B,Joe,Baeza,BaJoe@outlook.com,1990-06-27,33609,Male,White,Methodist,Never-married,401.9
S5105377Z,Gilbert,Kernen,KeGil@hotmail.com,1970-10-01,33155,Male,White,Lutheran,Divorced,250.00
T1676532E,Nolan,Feltmann,FeltmanN@outlook.com,1983-12-14,34731,Female,White,,Separated,272.4
G0159305Q,Cyrus,Gieber,GiebeCy@hotmail.gov,1951-09-25,34236,Male,White,,Married-civ-spouse,272.4
S6803318G,Kiana,Homme,HommeK@live.com,1951-10-18,33139,Male,White,,Married-civ-spouse,V70.0
F8083162P,Simone,Feekes,Feekes@outlook.gov,1970-08-08,32810,Male,White,Unknown,Married-civ-spouse,401.1
S3231179B,Yesenia,Lundman,LundmYese@gmail.com,1973-08-26,33559,Female,White,Christian,Divorced,272.4
F5968609R,Ronnie,Bitah,BitahRo@hotmail.com,1973-12-14,33772,Male,White,Protestant,Married-civ-spouse,244.9
G5559945U,Jacques,Beverlin,Jacqu@hotmail.co.uk,1981-01-31,33912,Male,White,,Married-civ-spouse,530.81
S2588284I,Lincoln,Rolando,RolanLi@outlook.com,1968-09-03,33566,Female,White,,Widowed,272.4
G9436762W,Alan,Ruggs,RuggAlan@outlook.com,1961-11-11,32424,Male,White,Unknown,Married-civ-spouse,401.9
F8283586P,Bradley,Fulwiler,FulwilBradl@outlook.gov,1971-12-06,33125,Male,White,,Married-civ-spouse,311
G3910930K,Adrienne,Koeing,Koei@hotmail.co.uk,1960-05-13,33180,Male,White,,Married-civ-spouse,250.00
T8320980A,Pablo,Barta,BP@hotmail.co.uk,1957-09-16,33461,Male,White,Nonreligious,Never-married,401.9
G6423317M,Jonah,Pulwer,PuJon@outlook.com,1960-03-24,34434,Male,White,,Married-civ-spouse,V70.0
G3398601R,Brice,Amavisca,AB@live.gov,1995-06-19,32210,Male,Black,Unknown,Never-married,272.4
F9084535R,Ella,Lantry,Ell@live.co.uk,1990-04-29,34266,Male,White,,Married-civ-spouse,250.00
S7851761A,Devan,Novitski,Nov@live.com,1978-09-15,32208,Female,White,,Never-married,244.9
S1579979Z,Lyndsey,Laundree,LaunLynds@hotmail.com,1989-06-19,33637,Female,White,Unknown,Never-married,250.00
S9688525C,Javier,Thurmon,ThuJavie@hotmail.gov,1968-06-28,33067,Male,White,Unknown,Married-civ-spouse,401.9
